Id,MSSubClass,MSZoning,LotArea,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,MasVnrType,MasVnrArea,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,SaleCondition
2186,20,RL,6500,Edwards,Norm,Norm,1Fam,1Story,6,6,1976,1976,Hip,BrkFace,84,1127,0,0,1127,0,1,1,1,3,1,Detchd,1991,Unf,2,480,Normal
2187,80,RL,9638,Edwards,Norm,Norm,1Fam,SLvl,6,6,1977,1977,Hip,None,0,1117,0,0,1117,1,0,1,0,3,1,Attchd,1977,RFn,2,542,Normal
2188,60,RL,7200,Edwards,Norm,Norm,1Fam,2Story,6,7,1976,2001,Hip,None,0,684,714,0,1398,0,0,1,1,3,1,Attchd,1976,Fin,2,440,Normal
2189,20,RL,47007,Edwards,Norm,Norm,1Fam,1Story,5,7,1959,1996,Gable,None,0,3820,0,0,3820,NA,NA,3,1,5,1,Attchd,1959,Unf,2,624,Normal
2190,90,RL,6012,Edwards,Norm,Norm,Duplex,1Story,4,5,1955,1955,Gable,None,0,1152,0,0,1152,0,0,2,0,2,2,NA,NA,NA,0,0,AdjLand
2191,90,RL,6845,Edwards,Norm,Norm,Duplex,1Story,4,5,1955,1955,Gable,BrkCmn,58,1152,0,0,1152,0,0,2,0,2,2,NA,NA,NA,0,0,Normal
2192,190,RL,6931,Edwards,Norm,Norm,2fmCon,1Story,4,5,1955,1955,Hip,None,0,784,0,0,784,1,0,1,0,2,1,NA,NA,NA,0,0,Normal
2193,50,RL,12180,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1938,2007,Gable,None,0,585,468,0,1053,0,0,1,1,2,1,NA,NA,NA,0,0,Family
2194,50,RL,8050,Edwards,Norm,Norm,1Fam,1.5Fin,5,8,1947,1993,Gable,None,0,929,208,0,1137,0,0,1,1,4,1,NA,NA,NA,0,0,Normal
2195,20,RL,9520,Edwards,Norm,Norm,1Fam,1Story,4,5,1953,1953,Gable,Stone,115,930,0,0,930,0,0,1,0,2,1,Attchd,1953,RFn,1,286,Normal
2196,80,RL,7692,Edwards,Norm,Norm,1Fam,SLvl,4,6,1954,1954,Gable,None,0,1204,0,0,1204,0,0,1,0,3,1,Basment,1954,Unf,1,312,Abnorml
2197,30,RL,5142,Edwards,Norm,Norm,1Fam,1.5Fin,4,7,1923,2008,Gable,None,0,949,343,0,1292,0,0,1,1,3,1,Detchd,1923,Unf,1,205,Normal
2198,30,RL,7290,SWISU,Norm,Norm,1Fam,1Story,7,8,1921,1950,Gable,BrkFace,174,1424,0,0,1424,0,0,2,0,2,1,Attchd,1921,Unf,1,312,Normal
2199,90,RL,7804,SWISU,Norm,Norm,Duplex,2.5Unf,6,7,1930,1950,Gable,None,0,960,960,0,1920,2,0,2,2,4,2,Detchd,1930,Unf,2,480,Abnorml
2200,70,RL,8969,Crawfor,Norm,Norm,1Fam,2Story,6,6,1926,1950,Gambrel,None,0,672,644,0,1316,1,0,1,0,2,1,Detchd,2001,Unf,1,369,Normal
2201,50,RL,15564,Crawfor,Norm,Norm,1Fam,1.5Fin,6,6,1914,1995,Gable,None,0,676,588,0,1264,0,0,1,0,3,1,Detchd,1994,Unf,2,400,Normal
2202,70,RL,7609,Crawfor,Norm,Norm,1Fam,2Story,8,9,1925,1997,Gable,None,0,798,714,0,1512,1,0,2,0,3,1,Detchd,1925,Unf,1,180,Normal
2203,70,RL,9650,Crawfor,Norm,Norm,1Fam,2Story,6,3,1923,1950,Hip,None,0,819,784,0,1603,0,0,1,0,4,1,Attchd,1980,Unf,2,599,Normal
2204,50,RL,11700,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1937,1995,Gable,None,0,1265,673,0,1938,0,0,2,0,4,1,Detchd,1937,Unf,1,240,Normal
2205,50,RL,9260,Crawfor,Feedr,Norm,1Fam,1.5Fin,5,4,1938,1950,Gable,None,0,932,442,0,1374,0,0,1,0,3,1,Detchd,1938,Unf,1,225,Normal
2206,20,RL,7801,Crawfor,Feedr,Norm,1Fam,1Story,6,5,1951,1951,Hip,BrkFace,88,1091,0,0,1091,0,1,1,0,2,1,Attchd,1951,Fin,1,344,Normal
2207,70,RL,9670,Crawfor,Norm,Norm,1Fam,2Story,8,6,1935,1950,Gable,Stone,40,983,890,0,1873,0,0,1,1,4,1,Detchd,1935,Fin,2,786,Alloca
2208,50,RL,12392,Crawfor,Norm,Norm,1Fam,1.5Fin,7,9,1950,2000,Gable,None,0,1218,943,0,2161,1,0,2,1,3,1,Attchd,1994,Fin,2,506,Normal
2209,20,RL,26073,Crawfor,Norm,Norm,1Fam,1Story,5,5,1956,1956,Gable,None,0,1898,0,0,1898,0,0,2,1,3,1,Attchd,1956,Unf,2,484,Normal
2210,160,RM,1879,Blueste,Norm,Norm,Twnhs,2Story,6,6,1980,1980,Gable,None,0,516,516,0,1032,0,0,1,0,2,1,Detchd,1980,Unf,2,462,Normal
2211,30,RM,7000,IDOTRR,Norm,Norm,1Fam,1Story,6,8,1926,1998,Gable,None,0,919,0,0,919,1,0,1,0,2,1,Detchd,1926,Unf,1,195,Normal
2212,50,RM,6000,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,8,1940,2006,Gable,None,0,760,330,0,1090,0,0,1,0,3,1,Detchd,1940,Unf,1,240,Normal
2213,50,RM,8155,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,7,1930,1950,Gable,None,0,780,420,0,1200,0,0,1,0,4,1,NA,NA,NA,0,0,Normal
2214,80,RM,6000,IDOTRR,Norm,Norm,1Fam,SLvl,5,5,1967,1967,Hip,None,0,1092,564,0,1656,0,0,1,1,3,1,Attchd,1967,Unf,1,288,Normal
2215,30,RM,7392,IDOTRR,Norm,Norm,1Fam,1Story,5,7,1930,1995,Gable,None,0,912,0,0,912,0,0,1,0,2,1,Detchd,1934,RFn,1,360,Normal
2216,50,RM,9000,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,5,1958,1958,Gable,BrkFace,162,1151,804,0,1955,0,0,2,0,4,1,Attchd,1958,Fin,1,356,Normal
2217,20,NA,14584,IDOTRR,Norm,Norm,1Fam,1Story,1,5,1952,1952,Gable,None,0,733,0,0,733,0,0,1,0,2,1,Attchd,1952,Unf,2,487,Abnorml
2218,70,C (all),5280,IDOTRR,Feedr,Norm,1Fam,2Story,4,7,1895,1950,Gable,None,0,825,536,0,1361,0,0,1,0,2,1,Detchd,1895,Unf,1,185,Normal
2219,50,C (all),5150,IDOTRR,Feedr,Norm,1Fam,1.5Fin,4,7,1910,2000,Gable,None,0,671,378,0,1049,0,0,1,0,2,1,Detchd,1910,Unf,1,195,Normal
2220,70,C (all),9000,IDOTRR,Norm,Norm,1Fam,2Story,4,6,1920,1950,Gable,None,0,432,432,0,864,0,0,1,1,3,1,Detchd,1920,Unf,1,216,Normal
2221,120,RM,3843,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2007,2008,Hip,Stone,186,1648,0,0,1648,1,1,2,0,2,1,Attchd,2007,Fin,2,525,Partial
2222,120,RM,3811,Crawfor,Norm,Norm,TwnhsE,1Story,7,5,2004,2005,Hip,Stone,174,1646,0,0,1646,1,1,2,0,2,1,Attchd,2004,Fin,2,482,Normal
2223,20,RL,23730,Mitchel,Norm,Norm,1Fam,1Story,7,5,1996,1997,Gable,BrkFace,668,2032,0,0,2032,1,0,3,0,3,1,Attchd,1996,Fin,3,786,Normal
2224,60,RL,11050,Mitchel,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,None,0,910,910,0,1820,0,0,2,1,3,1,Attchd,1996,Unf,3,816,Normal
2225,90,RL,10260,Mitchel,Norm,Norm,Duplex,2Story,5,4,1976,1976,Gable,None,0,936,936,0,1872,0,0,2,2,4,2,Attchd,1976,Unf,2,484,Abnorml
2226,20,RL,9990,Mitchel,Norm,Norm,1Fam,1Story,4,5,1991,1991,Gable,None,0,1689,0,0,1689,1,0,2,0,3,1,Attchd,1991,Unf,2,432,Normal
2227,120,RL,4084,Timber,Norm,Norm,TwnhsE,1Story,7,6,1986,1986,Gable,BrkFace,340,1501,0,0,1501,1,0,2,0,2,1,Attchd,1986,Fin,2,512,Normal
2228,20,RL,11563,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2007,Hip,Stone,258,1537,0,0,1537,1,0,2,0,3,1,Attchd,2007,Fin,3,788,Normal
2229,60,RL,12852,Timber,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,None,0,920,860,0,1780,1,0,2,1,3,1,Attchd,2007,Fin,2,612,Partial
2230,80,RL,9802,Timber,Norm,Norm,1Fam,SLvl,5,5,2006,2007,Gable,None,0,712,730,0,1442,0,0,2,1,3,1,BuiltIn,2007,Fin,2,400,Normal
2231,60,RL,12018,Timber,Norm,Norm,1Fam,2Story,7,5,2008,2008,Gable,Stone,60,796,816,0,1612,0,0,2,1,3,1,Attchd,2008,Fin,3,666,Partial
2232,20,RL,12890,Timber,Norm,Norm,1Fam,1Story,6,5,1989,1989,Gable,BrkFace,128,1495,0,0,1495,0,0,2,0,3,1,Attchd,1989,Unf,2,438,Normal
2233,20,RL,18265,Timber,Norm,Norm,1Fam,1Story,6,5,1986,1986,Gable,BrkFace,228,1256,0,0,1256,0,0,2,0,3,1,Attchd,1986,Unf,2,578,Normal
2234,20,RL,11202,Timber,Norm,Norm,1Fam,1Story,8,5,2003,2003,Hip,BrkFace,206,1440,0,0,1440,1,0,2,0,3,1,Attchd,2003,Fin,2,467,Normal
2235,20,RL,7915,Timber,Norm,Norm,1Fam,1Story,6,5,1999,2000,Hip,None,0,1675,0,0,1675,1,0,2,0,3,1,Attchd,1999,RFn,2,435,Normal
2236,20,RL,11449,Timber,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,None,0,1728,0,0,1728,1,0,2,0,3,1,Attchd,2007,Fin,2,520,Normal
2237,20,RL,11447,Timber,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,BrkFace,674,1964,0,0,1964,1,0,2,1,3,1,Attchd,2005,Fin,3,892,Normal
2238,90,RM,8940,Mitchel,Norm,Norm,Duplex,SFoyer,7,5,1997,1998,Gable,BrkFace,200,1344,0,0,1344,2,0,2,0,2,2,Attchd,1997,Fin,4,784,Alloca
2239,20,RL,9278,Mitchel,Feedr,Artery,1Fam,1Story,5,5,2007,2008,Gable,None,0,1092,0,0,1092,0,0,1,0,2,1,NA,NA,NA,0,0,Abnorml
2240,120,RM,4500,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1997,1997,Hip,BrkFace,197,1189,0,0,1189,1,0,2,0,2,1,Attchd,1997,RFn,2,392,Normal
2241,85,RL,14137,Mitchel,Norm,Norm,1Fam,SFoyer,4,5,1964,1964,Gable,BrkFace,98,1200,0,0,1200,1,0,1,0,3,1,2Types,1964,Fin,3,850,Normal
2242,120,RM,4224,MeadowV,Norm,Norm,TwnhsE,1Story,5,6,1975,1975,Gable,None,0,1040,0,0,1040,0,0,1,0,3,1,Attchd,1975,Unf,2,499,Normal
2243,160,RM,2665,MeadowV,Norm,Norm,TwnhsE,2Story,5,7,1976,1976,Gable,None,0,925,550,0,1475,0,0,2,0,4,1,Attchd,1976,Unf,1,336,Normal
2244,180,RM,1974,MeadowV,Norm,Norm,Twnhs,SFoyer,4,7,1973,2006,Gable,None,0,526,462,0,988,1,0,1,0,2,1,BuiltIn,1973,RFn,1,297,Normal
2245,180,RM,1596,MeadowV,Norm,Norm,Twnhs,SLvl,4,6,1973,1973,Gable,None,0,526,462,0,988,1,0,1,0,1,1,BuiltIn,1973,RFn,1,297,Normal
2246,20,RL,17979,Mitchel,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,None,0,1160,0,0,1160,1,0,1,0,3,1,Attchd,1968,Unf,1,257,Normal
2247,160,RM,1477,MeadowV,Norm,Norm,Twnhs,2Story,6,9,1970,2007,Gable,None,0,546,546,0,1092,0,0,2,1,3,1,NA,NA,NA,0,0,Normal
2248,20,RL,6490,Mitchel,Norm,Norm,1Fam,1Story,5,7,1983,1983,Gable,None,0,816,0,0,816,0,1,1,0,2,1,Attchd,1983,Unf,1,264,Normal
2249,20,RL,6600,Mitchel,Norm,Norm,1Fam,1Story,5,6,1982,2005,Gable,None,0,845,0,0,845,0,0,1,0,3,1,Attchd,1982,Unf,1,264,Normal
2250,20,RL,12395,Mitchel,Norm,Norm,1Fam,1Story,5,6,1984,1984,Gable,None,0,889,0,0,889,0,0,1,0,3,1,Attchd,1984,Unf,2,484,Normal
2251,70,NA,56600,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,1,1900,1950,Hip,None,0,1150,686,0,1836,0,0,2,0,4,1,Detchd,1900,Unf,1,288,Normal
2252,20,RL,10667,NAmes,Norm,Norm,1Fam,1Story,6,6,1971,1971,Gable,BrkFace,302,1587,0,0,1587,0,0,2,0,3,1,Attchd,1971,Unf,2,525,Normal
2253,80,RL,8872,Gilbert,Norm,Norm,1Fam,SLvl,6,5,1997,1997,Gable,None,0,754,630,0,1384,0,0,2,1,3,1,BuiltIn,1997,Fin,2,390,Normal
2254,80,RL,10147,Gilbert,Norm,Norm,1Fam,SLvl,6,5,1994,1994,Gable,BrkFace,32,924,770,0,1694,0,0,2,1,3,1,BuiltIn,1994,Fin,2,398,Normal
2255,60,RL,8637,Gilbert,Norm,Norm,1Fam,2Story,6,5,1999,2000,Gable,None,0,947,767,0,1714,1,0,2,1,3,1,Attchd,2000,Fin,2,451,Abnorml
2256,60,RL,7875,Gilbert,Norm,Norm,1Fam,2Story,7,5,1996,1996,Gable,None,0,691,862,0,1553,0,0,2,1,3,1,Attchd,1996,Fin,2,420,Normal
2257,60,RL,7500,Gilbert,Norm,Norm,1Fam,2Story,6,5,1999,2003,Gable,None,0,957,1342,0,2299,0,0,3,1,5,1,Attchd,1999,Fin,2,482,Normal
2258,20,RL,9556,Gilbert,Norm,Norm,1Fam,1Story,7,5,1992,1993,Gable,BrkFace,52,1187,0,0,1187,0,0,2,0,3,1,Attchd,1992,RFn,2,420,Normal
2259,60,RL,7655,Gilbert,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,None,0,910,732,0,1642,0,0,2,1,3,1,Attchd,1993,RFn,2,392,Normal
2260,20,RL,18160,Gilbert,Norm,Norm,1Fam,1Story,6,6,1964,1964,Gable,BrkCmn,138,1128,0,0,1128,1,0,1,0,3,1,Attchd,1964,Unf,2,480,Alloca
2261,120,RL,4740,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1988,1988,Gable,None,0,1179,0,0,1179,1,0,2,0,2,1,Attchd,1988,RFn,2,480,Normal
2262,120,RL,5118,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1990,1990,Gable,None,0,1321,0,0,1321,1,0,1,0,1,1,Attchd,1990,RFn,2,484,Normal
2263,60,RL,12328,StoneBr,Norm,Norm,1Fam,2Story,8,5,2005,2005,Hip,Stone,146,1164,1377,0,2541,1,0,3,1,4,1,BuiltIn,2005,Fin,3,729,Normal
2264,20,RL,51974,StoneBr,PosN,Norm,1Fam,1Story,9,5,2006,2007,Hip,BrkFace,710,2338,0,0,2338,1,0,2,1,4,1,Attchd,2005,Fin,3,1110,Partial
2265,190,RL,41600,Gilbert,Norm,Norm,2fmCon,1Story,5,5,1969,1990,Gable,None,0,1424,0,0,1424,1,0,1,1,3,1,2Types,1969,Unf,3,828,Normal
2266,120,RL,8035,StoneBr,Norm,Norm,TwnhsE,1Story,9,5,2006,2006,Gable,BrkFace,165,1612,0,0,1612,1,0,2,0,2,1,Attchd,2006,Fin,2,556,Normal
2267,20,RL,14082,StoneBr,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,BrkFace,945,2234,0,0,2234,1,0,1,1,1,1,Attchd,2006,RFn,2,724,Normal
2268,20,RL,13870,StoneBr,PosA,PosA,1Fam,1Story,10,5,2006,2007,Hip,BrkFace,250,2042,0,0,2042,1,0,2,0,3,1,Attchd,2007,Fin,3,724,Partial
2269,20,RL,10960,NWAmes,Norm,Norm,1Fam,1Story,6,5,1984,1984,Hip,None,0,1284,0,0,1284,1,0,2,0,3,1,Attchd,1984,Unf,2,480,Abnorml
2270,60,RL,12090,NWAmes,Norm,Norm,1Fam,2Story,7,7,1981,2003,Gable,BrkFace,306,725,754,0,1479,0,0,2,1,3,1,Attchd,1981,RFn,2,484,Normal
2271,20,RL,12299,NWAmes,Norm,Norm,1Fam,1Story,7,6,1978,1985,Gable,Stone,67,1664,0,0,1664,1,0,2,0,3,1,Attchd,1978,Fin,2,663,Normal
2272,60,RL,11339,NWAmes,PosA,Norm,1Fam,2Story,7,5,1979,1979,Hip,BrkFace,549,1085,845,0,1930,1,0,2,1,4,1,Attchd,1979,Fin,2,481,Normal
2273,20,RL,11850,NWAmes,Norm,Norm,1Fam,1Story,6,6,1984,1984,Gable,BrkFace,98,1177,0,0,1177,0,0,2,0,3,1,Attchd,1984,Fin,2,495,Normal
2274,20,RL,10400,NWAmes,Norm,Norm,1Fam,1Story,6,5,1979,1999,Gable,BrkFace,253,1353,0,0,1353,1,0,2,0,2,1,Attchd,1979,RFn,2,478,Normal
2275,20,RL,13001,NWAmes,PosN,Norm,1Fam,1Story,6,5,1971,1971,Hip,BrkFace,176,1220,0,0,1220,0,1,2,0,2,1,Attchd,1971,Unf,2,944,Normal
2276,80,RL,8991,NWAmes,PosN,Norm,1Fam,SLvl,7,6,1976,1976,Gable,Stone,130,1324,0,0,1324,0,1,2,0,3,1,Attchd,1976,Fin,2,585,Normal
2277,60,RL,8000,NWAmes,PosN,Norm,1Fam,2Story,6,6,1974,1974,Gable,None,0,1084,793,0,1877,1,0,2,1,4,1,Attchd,1974,Unf,2,488,Normal
2278,20,RL,9457,NAmes,Norm,Norm,1Fam,1Story,5,6,1970,1990,Gable,None,0,1422,0,0,1422,1,0,1,0,3,1,Detchd,1988,Unf,2,576,Normal
2279,20,RL,7920,NAmes,Norm,Norm,1Fam,1Story,5,5,1970,2002,Gable,BrkFace,32,914,0,0,914,0,0,1,0,3,1,Attchd,1970,RFn,1,368,Normal
2280,20,RL,17199,NAmes,Norm,Norm,1Fam,1Story,4,7,1961,1961,Gable,None,0,914,0,0,914,0,0,1,0,2,1,Basment,1961,Unf,1,270,Normal
2281,120,RH,4113,NAmes,Norm,Norm,TwnhsE,1Story,6,5,2001,2001,Gable,None,0,1337,0,0,1337,0,0,2,0,2,1,Attchd,2001,Fin,2,511,Normal
2282,120,RH,10943,NAmes,Norm,Norm,TwnhsE,1Story,6,5,1997,1998,Gable,None,0,1337,0,0,1337,1,0,2,0,2,1,Attchd,1997,Fin,2,522,Normal
2283,160,RM,2205,BrDale,Norm,Norm,Twnhs,2Story,6,6,1973,1973,Gable,BrkFace,567,525,567,0,1092,0,0,1,1,3,1,Detchd,1973,Unf,1,264,Normal
2284,160,RM,2058,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,BrkFace,265,672,546,0,1218,0,0,1,1,4,1,Detchd,1973,Unf,1,264,Normal
2285,120,RL,2304,NPkVill,Norm,Norm,Twnhs,1Story,7,7,1978,1978,Gable,None,0,1055,0,0,1055,0,0,2,0,2,1,Attchd,1978,Unf,1,319,Normal
2286,20,RL,7150,NAmes,Norm,Norm,1Fam,1Story,5,6,1966,1966,Hip,BrkFace,52,988,0,0,988,1,0,1,0,3,1,Detchd,1974,Unf,1,360,Normal
2287,20,RL,12469,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2007,Hip,Stone,378,1816,0,0,1816,1,0,2,0,3,1,Attchd,2007,Fin,3,730,Partial
2288,20,RL,11825,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,Stone,302,1694,0,0,1694,0,0,2,0,3,1,Attchd,2006,RFn,3,856,Partial
2289,20,RL,14333,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,None,0,2122,0,0,2122,1,0,2,1,2,1,Attchd,2007,Fin,3,938,Partial
2290,60,RL,13641,NridgHt,Norm,Norm,1Fam,2Story,9,5,2007,2007,Hip,BrkFace,456,1943,713,0,2656,1,0,2,1,3,1,Attchd,2007,RFn,3,1040,Partial
2291,60,RL,13440,NridgHt,Norm,Norm,1Fam,2Story,8,5,2006,2007,Hip,BrkFace,190,1148,1402,0,2550,0,0,2,1,4,1,BuiltIn,2006,Fin,3,670,Partial
2292,20,RL,15431,NridgHt,Norm,Norm,1Fam,1Story,10,5,2005,2006,Hip,BrkFace,400,2046,0,0,2046,1,0,2,1,2,1,Attchd,2005,Fin,3,878,Normal
2293,20,RL,13891,NridgHt,Norm,Norm,1Fam,1Story,9,5,2007,2007,Hip,Stone,456,2552,0,0,2552,1,0,2,0,3,1,Attchd,2007,Fin,3,932,Partial
2294,60,RL,13654,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,Gable,BrkFace,365,1722,1036,0,2758,0,0,2,1,4,1,BuiltIn,2005,Fin,3,814,Normal
2295,20,RL,17169,NridgHt,Norm,Norm,1Fam,1Story,10,5,2007,2007,Hip,BrkFace,970,2290,0,0,2290,2,0,2,1,2,1,Attchd,2007,Fin,3,1174,Partial
2296,60,RL,16659,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,2008,Gable,None,0,1582,570,0,2152,0,0,2,1,3,1,Detchd,2007,Unf,2,728,Partial
2297,60,RL,9709,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,Stone,120,958,1142,0,2100,1,0,2,1,3,1,BuiltIn,2007,Fin,3,786,Partial
2298,20,RL,13615,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2006,Hip,Stone,510,1802,0,0,1802,0,0,2,1,3,1,Attchd,2006,Fin,3,843,Normal
2299,60,RL,13069,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,BrkFace,502,1718,1238,0,2956,0,0,2,1,5,1,BuiltIn,2004,RFn,3,916,Normal
2300,60,RL,14277,NridgHt,Norm,Norm,1Fam,2Story,8,5,2003,2003,Gable,BrkFace,280,1217,1168,0,2385,1,0,2,1,3,1,Attchd,2003,Fin,3,818,Normal
2301,60,RL,12568,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,2007,Hip,Stone,246,895,923,0,1818,1,0,2,1,3,1,Attchd,2007,Fin,3,774,Partial
2302,20,RL,9926,NridgHt,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,BrkFace,210,1614,0,0,1614,1,0,2,0,3,1,Attchd,2005,RFn,3,878,Normal
2303,20,RL,9254,NridgHt,Norm,Norm,1Fam,1Story,8,5,2005,2005,Gable,BrkFace,210,1721,0,0,1721,1,0,2,0,3,1,Attchd,2005,RFn,2,554,Normal
2304,60,RL,10732,NridgHt,Norm,Norm,1Fam,2Story,8,5,2006,2007,Gable,None,0,1298,530,0,1828,0,0,2,1,3,1,BuiltIn,2006,RFn,3,876,Partial
2305,120,RL,3901,NridgHt,Norm,Norm,Twnhs,1Story,6,5,2005,2006,Gable,Stone,182,1302,0,0,1302,1,0,1,1,1,1,Attchd,2005,RFn,2,631,Partial
2306,120,RL,3903,NridgHt,Norm,Norm,Twnhs,1Story,6,5,2005,2006,Gable,Stone,182,1302,0,0,1302,1,0,1,1,1,1,Attchd,2005,RFn,2,631,Normal
2307,120,RL,6289,NridgHt,Norm,Norm,TwnhsE,1Story,6,5,2005,2006,Gable,Stone,256,1362,0,0,1362,1,0,2,0,2,1,Attchd,2005,RFn,2,460,Normal
2308,120,RL,4590,NridgHt,Norm,Norm,Twnhs,1Story,8,5,2006,2006,Gable,Stone,108,1554,0,0,1554,0,0,2,0,2,1,Attchd,2006,RFn,2,627,Normal
2309,120,RL,7841,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,BrkFace,394,1577,0,0,1577,1,0,2,0,2,1,Attchd,2005,RFn,2,564,Normal
2310,120,RL,6240,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Hip,BrkFace,176,1324,0,0,1324,0,0,2,0,2,1,Attchd,2006,Fin,2,550,Partial
2311,120,RL,3242,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2003,2003,Gable,Stone,235,1405,0,0,1405,1,0,2,0,2,1,Attchd,2003,RFn,2,478,Normal
2312,60,RL,15810,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2007,2007,Gable,NA,NA,768,728,0,1496,0,0,3,0,3,1,Attchd,2007,Unf,2,572,Partial
2313,60,RL,10237,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2005,2006,Gable,None,0,768,768,0,1536,0,0,2,1,3,1,Attchd,2005,Fin,2,400,Normal
2314,60,RL,13204,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2006,2007,Gable,Stone,44,608,850,0,1458,0,0,2,0,3,1,BuiltIn,2007,Fin,2,454,Partial
2315,60,RL,8857,Gilbert,Norm,Norm,1Fam,2Story,6,5,2006,2006,Gable,None,0,738,757,0,1495,0,0,2,1,3,1,Attchd,2006,RFn,2,440,Partial
2316,60,RL,9729,Gilbert,Norm,Norm,1Fam,2Story,6,5,2006,2007,Gable,None,0,698,1048,0,1746,1,0,2,1,3,1,BuiltIn,2007,Unf,3,350,Partial
2317,20,RL,12216,Gilbert,Norm,Norm,1Fam,1Story,6,5,2005,2005,Gable,None,0,1326,0,0,1326,1,0,2,0,3,1,Attchd,2005,Fin,2,388,Normal
2318,60,RL,8229,Gilbert,Norm,Norm,1Fam,2Story,6,5,2007,2007,Gable,Stone,22,752,752,0,1504,0,0,2,1,3,1,Attchd,2007,Fin,2,440,Partial
2319,60,RL,7713,Gilbert,Norm,Norm,1Fam,2Story,7,5,2007,2007,Gable,Stone,16,728,728,0,1456,0,0,2,1,3,1,Attchd,2007,Fin,2,400,Partial
2320,20,RL,7697,Gilbert,Norm,Norm,1Fam,1Story,7,6,2007,2007,Gable,BrkFace,0,1258,0,0,1258,0,0,2,0,3,1,Attchd,2007,RFn,2,462,Partial
2321,120,RL,3621,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2003,2003,Hip,BrkFace,72,1589,0,0,1589,1,0,2,0,2,1,Attchd,2003,Fin,3,630,Normal
2322,20,RL,3710,Blmngtn,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,BrkFace,16,1266,0,0,1266,0,0,2,0,2,1,Attchd,2007,Fin,2,388,Partial
2323,80,RL,16219,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2004,2005,Gable,None,0,1119,0,0,1119,1,0,2,0,2,1,Attchd,2004,Fin,2,437,Normal
2324,80,RL,11084,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2004,2004,Gable,None,0,744,630,0,1374,1,0,2,1,3,1,BuiltIn,2004,Fin,2,400,Family
2325,20,RL,10936,Gilbert,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,None,0,1525,0,0,1525,0,0,2,1,3,1,Attchd,2006,RFn,2,534,Partial
2326,80,RL,11950,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2003,2003,Gable,NA,NA,754,640,0,1394,0,0,2,1,3,1,BuiltIn,2003,Fin,2,400,Normal
2327,60,RL,7875,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,BrkFace,16,847,1101,0,1948,0,0,2,1,4,1,BuiltIn,2003,Fin,2,434,Normal
2328,60,RL,8740,Gilbert,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,None,0,864,1131,0,1995,0,0,2,1,4,1,BuiltIn,2002,Fin,2,435,Normal
